Month,Temp_oC,NutAvail_N_Mpm2mo,NutAvail_P_Mpm2mo,NutAvail_Ca_Mpm2mo,NutAvail_Mg_Mpm2mo,NutAvail_K_Mpm2mo,PAR_uMpm2s,WaterAccessible_mpmo,AtmosphCO2_uLpL,Herbivores_kgLivepha,MaxCfixGivenTemp_prop,MaxCfixGivenLight_prop,MaxCfixGivenWater_prop,MaxCfixGivenCO2_prop,MaxCFixGivenN_prop,MaxCFixGivenP_prop,MaxCFixGivenCa_prop,MaxCFixGivenMg_prop,MaxCFixGivenK_prop,Plant_C_Mpm2,Plant_N_Mpm2,Uptake_C_Mpm2mo,Uptake_N_Mpm2mo,Uptake_P_Mpm2mo,Uptake_Ca_Mpm2mo,Uptake_Mg_Mpm2mo,Uptake_K_Mpm2mo,RootLengthDensity_Layer1_mpm3,RootLengthDensity_Layer2_mpm3,RootLengthDensity_Layer3_mpm3,RootLengthDensity_Layer4_mpm3,MycorLengthDensity_Layer1_mpcm3,MycorLengthDensity_Layer2_mpcm3,MycorLengthDensity_Layer3_mpcm3,MycorLengthDensity_Layer4_mpcm3,Litterfall_C_Layer1_Mpm2mo,Litterfall_C_Layer2_Mpm2mo,Litterfall_C_Layer3_Mpm2mo,Litterfall_C_Layer4_Mpm2mo,Leaf_C_Mpm2,Wood_C_Mpm2,Root_C_Mpm2,Mycor_C_Mpm2,Leaf_N_Mpm2,Wood_N_Mpm2,Root_N_Mpm2,Kdrought_Leaf, Kseasonal_Leaf, KHerbivory_Leaf,Kdrought_Wood, Kseasonal_Wood, KHerbivory_Wood,Kdrought_Root, Kseasonal_Root, KHerbivory_Root 
   364.000,     5.101,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.167,   395.000,     0.000,     0.452,     0.778,     1.000,     1.002,     0.578,     0.577,     0.999,     2.523,     6.786,   617.892,     7.713,    23.901,     0.725,     0.045,     0.060,     0.013,     0.106, 33324.547, 15720.815,  1750.608,     1.148,   532.668,   251.285,    27.982,     0.018,    10.877,     2.301,     2.050,     0.005,    36.423,   482.372,    63.085,    36.013,     1.097,     1.678,     0.750,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   365.000,     8.559,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.382,   395.000,     0.000,     0.815,     0.829,     1.000,     1.002,     0.609,     0.604,     1.032,     2.559,     6.814,   631.861,     8.177,    31.972,     0.267,     0.019,     0.081,     0.017,     0.142, 35545.650, 16768.618,  1867.287,     1.224,   568.171,   268.034,    29.847,     0.020,    12.370,     2.688,     2.395,     0.006,    41.760,   484.399,    67.289,    38.413,     1.224,     1.685,     0.800,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   366.000,    10.996,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.454,   395.000,     0.000,     0.935,     0.854,     1.000,     1.002,     0.637,     0.632,     1.087,     2.618,     6.860,   646.006,     8.647,    33.432,     0.267,     0.019,     0.084,     0.018,     0.148, 37829.748, 17846.139,  1987.275,     1.303,   604.680,   285.257,    31.765,     0.021,    13.344,     2.840,     2.530,     0.006,    46.932,   486.579,    71.613,    40.882,     1.349,     1.693,     0.852,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   367.000,    13.260,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.288,   395.000,     0.000,     0.977,     0.868,     1.000,     1.002,     0.665,     0.660,     1.141,     2.677,     6.905,   638.453,     8.261,    34.916,     0.267,     0.019,     0.088,     0.018,     0.155, 36349.994, 17148.066,  1909.541,     1.252,   581.027,   274.099,    30.523,     0.020,    30.840,     5.830,     5.194,     0.013,    41.444,   488.914,    68.812,    39.282,     1.174,     1.701,     0.818,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   368.000,    12.973,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.943,   395.000,     0.000,     0.974,     0.852,     1.000,     1.002,     0.612,     0.613,     1.092,     2.625,     6.861,   631.374,     7.892,    32.353,     0.267,     0.019,     0.082,     0.017,     0.143, 34790.766, 16412.502,  1827.631,     1.198,   556.104,   262.342,    29.213,     0.019,    28.391,     5.541,     4.937,     0.012,    36.954,   490.963,    65.860,    37.597,     1.028,     1.708,     0.783,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   369.000,    10.676,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.466,   395.000,     0.000,     0.925,     0.808,     1.000,     1.002,     0.565,     0.575,     1.049,     2.579,     6.823,   624.585,     7.540,    29.889,     0.267,     0.019,     0.075,     0.016,     0.133, 33175.028, 15650.280,  1742.753,     1.143,   530.278,   250.158,    27.857,     0.018,    26.234,     5.249,     4.676,     0.011,    33.193,   492.739,    62.802,    35.851,     0.911,     1.714,     0.747,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   370.000,     7.846,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.544,   395.000,     0.000,     0.757,     0.674,     1.000,     1.002,     0.527,     0.550,     1.010,     2.537,     6.791,   630.108,     7.686,    27.867,     0.267,     0.019,     0.070,     0.015,     0.124, 33813.357, 15951.411,  1776.286,     1.165,   540.481,   254.971,    28.393,     0.019,    15.614,     3.305,     2.944,     0.007,    35.268,   494.289,    64.010,    36.541,     0.956,     1.720,     0.761,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   371.000,     4.814,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.611,   395.000,     0.000,     0.418,     0.519,     1.000,     1.002,     0.534,     0.577,     1.029,     2.557,     6.808,   630.797,     7.781,    22.095,     0.777,     0.044,     0.056,     0.012,     0.098, 33688.654, 15892.582,  1769.735,     1.160,   538.488,   254.031,    28.288,     0.019,    15.185,     3.088,     2.751,     0.007,    35.410,   495.207,    63.774,    36.406,     1.067,     1.723,     0.758,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   372.000,     2.882,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.271,   395.000,     0.000,     0.220,     0.560,     1.000,     1.002,     0.603,     0.600,     1.029,     2.557,     6.808,   623.647,     7.490,    11.620,     0.353,     0.022,     0.029,     0.006,     0.052, 32286.927, 15231.319,  1696.099,     1.112,   516.082,   243.461,    27.111,     0.018,    13.623,     2.614,     2.329,     0.006,    32.651,   494.984,    61.120,    34.892,     0.983,     1.722,     0.727,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   373.000,     2.112,     0.267,     0.019,     0.060,     0.049,     1.463,   391.458,     0.400,   395.000,     0.000,     0.162,     0.506,     1.000,     1.002,     0.577,     0.576,     0.998,     2.523,     6.784,   621.689,     7.425,     8.589,     0.261,     0.016,     0.022,     0.005,     0.038, 31934.603, 15065.111,  1677.591,     1.100,   510.451,   240.805,    26.815,     0.018,     7.703,     1.425,     1.270,     0.003,    32.292,   494.433,    60.453,    34.511,     0.973,     1.720,     0.719,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   374.000,     1.966,     0.267,     0.019,     0.060,     0.049,     1.463,   518.403,     0.072,   395.000,     0.000,     0.153,     0.607,     0.710,     1.002,     0.572,     0.571,     0.993,     2.517,     6.780,   619.419,     7.349,     8.093,     0.246,     0.015,     0.020,     0.004,     0.036, 31534.580, 14876.400,  1656.577,     1.086,   504.057,   237.788,    26.479,     0.017,     7.587,     1.394,     1.241,     0.003,    31.816,   493.829,    59.696,    34.079,     0.958,     1.718,     0.710,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   375.000,     3.498,     0.267,     0.019,     0.060,     0.049,     1.463,   804.387,     0.073,   395.000,     0.000,     0.275,     0.766,     0.725,     1.002,     0.567,     0.566,     0.986,     2.509,     6.775,   622.349,     7.461,    14.549,     0.441,     0.027,     0.037,     0.008,     0.065, 31979.797, 15086.431,  1679.965,     1.102,   511.173,   241.145,    26.853,     0.018,     8.263,     1.642,     1.463,     0.004,    33.321,   493.928,    60.539,    34.560,     1.004,     1.719,     0.720,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   376.000,     5.206,     0.267,     0.019,     0.060,     0.049,     1.463,  1006.092,     0.196,   395.000,     0.000,     0.464,     0.837,     1.000,     1.002,     0.580,     0.578,     1.000,     2.524,     6.787,   631.080,     7.772,    24.570,     0.746,     0.046,     0.062,     0.013,     0.109, 33336.301, 15726.360,  1751.225,     1.148,   532.856,   251.374,    27.992,     0.018,    11.018,     2.326,     2.072,     0.005,    36.831,   495.117,    63.107,    36.026,     1.109,     1.723,     0.750,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   377.000,     8.665,     0.267,     0.019,     0.060,     0.049,     1.463,  1083.003,     0.217,   395.000,     0.000,     0.822,     0.858,     1.000,     1.002,     0.612,     0.607,     1.035,     2.561,     6.817,   645.070,     8.238,    32.109,     0.267,     0.019,     0.081,     0.017,     0.142, 35574.112, 16782.045,  1868.782,     1.225,   568.626,   268.248,    29.871,     0.020,    12.472,     2.695,     2.400,     0.006,    42.163,   497.121,    67.343,    38.444,     1.237,     1.730,     0.801,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   378.000,    11.101,     0.267,     0.019,     0.060,     0.049,     1.463,  1130.721,     0.328,   395.000,     0.000,     0.938,     0.870,     1.000,     1.002,     0.640,     0.635,     1.090,     2.621,     6.863,   659.234,     8.711,    33.568,     0.267,     0.019,     0.085,     0.018,     0.149, 37873.885, 17866.960,  1989.594,     1.305,   605.386,   285.590,    31.802,     0.021,    13.446,     2.846,     2.536,     0.006,    47.330,   499.277,    71.697,    40.929,     1.362,     1.737,     0.853,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   379.000,    13.366,     0.267,     0.019,     0.060,     0.049,     1.463,  1109.018,     0.438,   395.000,     0.000,     0.978,     0.865,     1.000,     1.002,     0.669,     0.663,     1.144,     2.680,     6.908,   651.600,     8.324,    35.051,     0.267,     0.019,     0.088,     0.018,     0.155, 36403.256, 17173.193,  1912.339,     1.254,   581.879,   274.501,    30.567,     0.020,    31.031,     5.842,     5.204,     0.013,    41.758,   501.589,    68.913,    39.340,     1.185,     1.745,     0.819,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   380.000,    13.079,     0.267,     0.019,     0.060,     0.049,     1.463,  1063.580,     0.354,   395.000,     0.000,     0.975,     0.853,     1.000,     1.002,     0.615,     0.615,     1.095,     2.628,     6.863,   644.495,     7.955,    32.537,     0.267,     0.019,     0.082,     0.017,     0.144, 34857.416, 16443.944,  1831.132,     1.201,   557.170,   262.844,    29.269,     0.019,    28.570,     5.556,     4.950,     0.012,    37.219,   503.620,    65.986,    37.669,     1.038,     1.752,     0.785,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   381.000,    10.781,     0.267,     0.019,     0.060,     0.049,     1.463,   964.425,     0.167,   395.000,     0.000,     0.928,     0.824,     1.000,     1.002,     0.568,     0.576,     1.051,     2.582,     6.825,   637.674,     7.603,    30.055,     0.267,     0.019,     0.076,     0.016,     0.133, 33251.020, 15686.129,  1746.745,     1.145,   531.493,   250.731,    27.920,     0.018,    26.398,     5.265,     4.690,     0.012,    33.420,   505.375,    62.945,    35.933,     0.918,     1.758,     0.748,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   382.000,     7.951,     0.267,     0.019,     0.060,     0.049,     1.463,   757.974,     0.315,   395.000,     0.000,     0.766,     0.745,     1.000,     1.002,     0.529,     0.549,     1.012,     2.539,     6.793,   643.203,     7.750,    28.002,     0.267,     0.019,     0.071,     0.015,     0.124, 33899.487, 15992.043,  1780.810,     1.168,   541.858,   255.621,    28.465,     0.019,    15.720,     3.316,     2.954,     0.007,    35.494,   506.902,    64.173,    36.634,     0.963,     1.764,     0.763,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   383.000,     4.919,     0.267,     0.019,     0.060,     0.049,     1.463,   429.296,     0.097,   395.000,     0.000,     0.430,     0.539,     0.961,     1.002,     0.536,     0.574,     1.031,     2.560,     6.810,   644.288,     7.860,    22.754,     0.796,     0.045,     0.057,     0.012,     0.101, 33848.487, 15967.983,  1778.131,     1.166,   541.043,   255.236,    28.422,     0.019,    15.371,     3.122,     2.782,     0.007,    35.778,   507.854,    64.076,    36.579,     1.078,     1.767,     0.762,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   384.000,     2.988,     0.267,     0.019,     0.060,     0.049,     1.463,   386.611,     0.252,   395.000,     0.000,     0.229,     0.502,     1.000,     1.002,     0.607,     0.603,     1.033,     2.561,     6.812,   637.349,     7.577,    12.089,     0.367,     0.023,     0.030,     0.006,     0.054, 32490.956, 15327.570,  1706.817,     1.119,   519.344,   245.000,    27.282,     0.018,    13.815,     2.645,     2.356,     0.006,    33.087,   507.644,    61.507,    35.112,     0.997,     1.766,     0.731,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   385.000,     1.607,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.484,   395.000,     0.000,     0.132,     0.568,     1.000,     1.002,     0.581,     0.579,     1.003,     2.528,     6.788,   634.009,     7.464,     6.973,     0.212,     0.013,     0.018,     0.004,     0.031, 31922.333, 15059.323,  1676.946,     1.100,   510.255,   240.712,    26.805,     0.018,     7.607,     1.367,     1.217,     0.003,    32.203,   506.879,    60.430,    34.498,     0.970,     1.764,     0.719,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   386.000,     1.462,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.289,   395.000,     0.000,     0.124,     0.587,     1.000,     1.002,     0.571,     0.571,     0.992,     2.516,     6.779,   630.498,     7.344,     6.556,     0.199,     0.012,     0.017,     0.003,     0.029, 31325.939, 14777.974,  1645.617,     1.079,   500.722,   236.215,    26.304,     0.017,     7.437,     1.331,     1.186,     0.003,    31.273,   506.071,    59.301,    33.853,     0.942,     1.761,     0.705,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   387.000,     2.994,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.168,   395.000,     0.000,     0.229,     0.690,     1.000,     1.002,     0.562,     0.562,     0.980,     2.503,     6.770,   631.547,     7.390,    12.118,     0.368,     0.023,     0.031,     0.006,     0.054, 31469.014, 14845.470,  1653.133,     1.084,   503.009,   237.294,    26.424,     0.017,     7.954,     1.537,     1.369,     0.003,    32.098,   505.869,    59.572,    34.008,     0.967,     1.760,     0.708,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   388.000,     4.701,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.131,   395.000,     0.000,     0.405,     0.778,     1.000,     1.002,     0.568,     0.568,     0.987,     2.510,     6.777,   637.991,     7.620,    21.399,     0.649,     0.040,     0.054,     0.011,     0.095, 32451.493, 15308.953,  1704.744,     1.118,   518.713,   244.702,    27.249,     0.018,    10.477,     2.173,     1.936,     0.005,    34.813,   506.677,    61.432,    35.069,     1.049,     1.763,     0.730,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   389.000,     8.160,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.416,   395.000,     0.000,     0.784,     0.829,     1.000,     1.002,     0.593,     0.590,     1.014,     2.538,     6.799,   651.608,     8.073,    31.201,     0.267,     0.019,     0.079,     0.016,     0.138, 34622.890, 16333.307,  1818.812,     1.193,   553.421,   261.076,    29.072,     0.019,    12.093,     2.621,     2.335,     0.006,    40.102,   508.548,    65.542,    37.416,     1.173,     1.769,     0.779,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   390.000,    10.597,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.333,   395.000,     0.000,     0.922,     0.854,     1.000,     1.002,     0.619,     0.617,     1.068,     2.597,     6.845,   665.410,     8.532,    32.654,     0.267,     0.019,     0.082,     0.017,     0.145, 36859.062, 17388.218,  1936.283,     1.270,   589.165,   277.938,    30.950,     0.020,    13.055,     2.770,     2.467,     0.006,    45.230,   510.571,    69.776,    39.833,     1.294,     1.777,     0.830,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   391.000,    12.861,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.505,   395.000,     0.000,     0.972,     0.868,     1.000,     1.002,     0.645,     0.645,     1.121,     2.655,     6.889,   658.160,     8.159,    34.129,     0.267,     0.019,     0.086,     0.018,     0.151, 35429.831, 16713.980,  1861.202,     1.220,   566.319,   267.160,    29.750,     0.020,    30.035,     5.686,     5.065,     0.012,    40.054,   512.748,    67.070,    38.288,     1.125,     1.784,     0.798,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   392.000,    12.574,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.444,   395.000,     0.000,     0.968,     0.852,     1.000,     1.002,     0.592,     0.600,     1.075,     2.606,     6.847,   651.120,     7.800,    31.342,     0.267,     0.019,     0.079,     0.016,     0.139, 33888.015, 15986.631,  1780.208,     1.167,   541.675,   255.534,    28.455,     0.019,    27.642,     5.391,     4.803,     0.012,    35.731,   514.616,    64.151,    36.622,     0.988,     1.791,     0.763,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   393.000,    10.277,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.512,   395.000,     0.000,     0.910,     0.808,     1.000,     1.002,     0.549,     0.569,     1.033,     2.561,     6.811,   644.429,     7.460,    29.048,     0.267,     0.019,     0.073,     0.015,     0.129, 32306.631, 15240.614,  1697.134,     1.113,   516.397,   243.610,    27.127,     0.018,    25.572,     5.110,     4.552,     0.011,    32.130,   516.229,    61.158,    34.913,     0.877,     1.796,     0.727,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   394.000,     7.446,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.202,   395.000,     0.000,     0.720,     0.674,     1.000,     1.002,     0.513,     0.550,     0.995,     2.520,     6.780,   649.749,     7.603,    27.161,     0.267,     0.019,     0.068,     0.014,     0.120, 32931.138, 15535.225,  1729.941,     1.134,   526.380,   248.319,    27.652,     0.018,    15.285,     3.219,     2.868,     0.007,    34.189,   517.632,    62.340,    35.588,     0.923,     1.801,     0.741,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   395.000,     4.415,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.613,   395.000,     0.000,     0.372,     0.519,     1.000,     1.002,     0.521,     0.586,     1.014,     2.540,     6.797,   648.942,     7.650,    19.654,     0.703,     0.037,     0.050,     0.010,     0.087, 32580.517, 15369.820,  1711.522,     1.122,   520.775,   245.675,    27.357,     0.018,    14.592,     2.924,     2.605,     0.006,    33.842,   518.215,    61.676,    35.209,     1.019,     1.803,     0.733,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   396.000,     2.483,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.231,   395.000,     0.000,     0.188,     0.560,     1.000,     1.002,     0.587,     0.584,     1.009,     2.534,     6.793,   641.022,     7.335,     9.962,     0.302,     0.019,     0.025,     0.005,     0.044, 31068.094, 14656.336,  1632.071,     1.070,   496.600,   234.271,    26.087,     0.017,    13.034,     2.471,     2.202,     0.005,    30.891,   517.743,    58.813,    33.574,     0.930,     1.801,     0.699,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   397.000,     2.323,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.564,   395.000,     0.000,     0.177,     0.568,     1.000,     1.002,     0.558,     0.558,     0.976,     2.498,     6.767,   639.917,     7.305,     9.349,     0.284,     0.017,     0.024,     0.005,     0.041, 30867.974, 14561.930,  1621.559,     1.063,   493.401,   232.762,    25.919,     0.017,     7.615,     1.416,     1.261,     0.003,    30.919,   517.206,    58.434,    33.358,     0.931,     1.800,     0.695,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   398.000,     2.177,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.419,   395.000,     0.000,     0.167,     0.587,     1.000,     1.002,     0.557,     0.557,     0.974,     2.496,     6.766,   638.418,     7.260,     8.818,     0.268,     0.017,     0.022,     0.005,     0.039, 30608.807, 14439.668,  1607.944,     1.054,   489.259,   230.807,    25.702,     0.017,     7.540,     1.387,     1.236,     0.003,    30.784,   516.612,    57.944,    33.078,     0.927,     1.798,     0.689,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   399.000,     3.709,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.230,   395.000,     0.000,     0.296,     0.690,     1.000,     1.002,     0.554,     0.555,     0.971,     2.492,     6.764,   642.365,     7.412,    15.650,     0.475,     0.029,     0.039,     0.008,     0.069, 31236.736, 14735.893,  1640.931,     1.076,   499.296,   235.542,    26.229,     0.017,     8.301,     1.656,     1.475,     0.004,    32.713,   516.763,    59.132,    33.757,     0.985,     1.798,     0.703,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   400.000,     5.417,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.289,   395.000,     0.000,     0.490,     0.778,     1.000,     1.002,     0.571,     0.570,     0.989,     2.511,     6.780,   652.266,     7.768,    25.917,     0.786,     0.049,     0.065,     0.014,     0.115, 32804.861, 15475.654,  1723.307,     1.130,   524.361,   247.367,    27.546,     0.018,    11.124,     2.351,     2.095,     0.005,    36.685,   518.029,    62.101,    35.451,     1.105,     1.802,     0.738,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   401.000,     8.875,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.238,   395.000,     0.000,     0.837,     0.829,     1.000,     1.002,     0.608,     0.603,     1.029,     2.554,     6.814,   666.138,     8.233,    31.913,     0.267,     0.019,     0.080,     0.017,     0.142, 35047.041, 16533.400,  1841.094,     1.207,   560.201,   264.274,    29.429,     0.019,    12.454,     2.665,     2.374,     0.006,    41.975,   519.943,    66.345,    37.874,     1.231,     1.809,     0.789,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   402.000,    11.312,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.387,   395.000,     0.000,     0.943,     0.854,     1.000,     1.002,     0.636,     0.631,     1.084,     2.613,     6.859,   680.182,     8.706,    33.366,     0.267,     0.019,     0.084,     0.018,     0.148, 37350.087, 17619.859,  1962.078,     1.287,   597.013,   281.640,    31.362,     0.021,    13.423,     2.817,     2.509,     0.006,    47.105,   522.009,    70.705,    40.363,     1.355,     1.816,     0.841,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   403.000,    13.576,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.518,   395.000,     0.000,     0.980,     0.868,     1.000,     1.002,     0.664,     0.659,     1.138,     2.672,     6.904,   672.628,     8.326,    34.842,     0.267,     0.019,     0.088,     0.018,     0.155, 35931.381, 16950.586,  1887.550,     1.238,   574.336,   270.942,    30.171,     0.020,    30.872,     5.775,     5.144,     0.013,    41.549,   524.230,    68.019,    38.830,     1.178,     1.824,     0.809,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   404.000,    13.289,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.567,   395.000,     0.000,     0.977,     0.852,     1.000,     1.002,     0.611,     0.612,     1.089,     2.621,     6.860,   665.577,     7.964,    32.327,     0.267,     0.019,     0.082,     0.017,     0.143, 34429.942, 16242.284,  1808.676,     1.186,   550.337,   259.621,    28.910,     0.019,    28.427,     5.495,     4.895,     0.012,    37.022,   526.170,    65.177,    37.207,     1.032,     1.831,     0.775,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   405.000,    10.992,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.191,   395.000,     0.000,     0.935,     0.808,     1.000,     1.002,     0.564,     0.573,     1.046,     2.575,     6.822,   658.792,     7.618,    29.852,     0.267,     0.019,     0.075,     0.016,     0.132, 32862.246, 15502.725,  1726.322,     1.132,   525.278,   247.799,    27.594,     0.018,    26.270,     5.209,     4.640,     0.011,    33.233,   527.836,    62.210,    35.513,     0.913,     1.837,     0.740,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   406.000,     8.162,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.118,   395.000,     0.000,     0.784,     0.674,     1.000,     1.002,     0.526,     0.547,     1.007,     2.534,     6.790,   664.248,     7.766,    27.823,     0.267,     0.019,     0.070,     0.015,     0.123, 33521.391, 15813.676,  1760.948,     1.155,   535.814,   252.770,    28.147,     0.018,    15.678,     3.283,     2.925,     0.007,    35.289,   529.276,    63.457,    36.226,     0.957,     1.842,     0.755,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   407.000,     5.130,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.206,   395.000,     0.000,     0.455,     0.519,     1.000,     1.002,     0.533,     0.572,     1.027,     2.554,     6.807,   666.391,     7.900,    24.086,     0.267,     0.048,     0.061,     0.013,     0.107, 33665.830, 15881.815,  1768.536,     1.160,   538.123,   253.859,    28.269,     0.019,    15.554,     3.158,     2.813,     0.007,    35.973,   530.305,    63.731,    36.382,     1.067,     1.845,     0.758,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   408.000,     3.198,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.476,   395.000,     0.000,     0.247,     0.560,     1.000,     1.002,     0.596,     0.603,     1.032,     2.560,     6.812,   660.130,     7.661,    13.067,     0.413,     0.024,     0.033,     0.007,     0.058, 32443.850, 15305.348,  1704.343,     1.118,   518.591,   244.645,    27.243,     0.018,    14.038,     2.677,     2.385,     0.006,    33.517,   530.134,    61.417,    35.061,     1.010,     1.845,     0.730,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   409.000,     2.305,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.170,   395.000,     0.000,     0.175,     0.568,     1.000,     1.002,     0.583,     0.582,     1.005,     2.530,     6.790,   658.515,     7.612,     9.282,     0.282,     0.017,     0.023,     0.005,     0.041, 32173.301, 15177.716,  1690.130,     1.108,   514.266,   242.604,    27.015,     0.018,     7.978,     1.459,     1.300,     0.003,    33.288,   529.553,    60.905,    34.769,     1.003,     1.843,     0.724,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
