Month,Temp_oC,NutAvail_N_Mpm2mo,NutAvail_P_Mpm2mo,NutAvail_Ca_Mpm2mo,NutAvail_Mg_Mpm2mo,NutAvail_K_Mpm2mo,PAR_uMpm2s,WaterAccessible_mpmo,AtmosphCO2_uLpL,Herbivores_kgLivepha,MaxCfixGivenTemp_prop,MaxCfixGivenLight_prop,MaxCfixGivenWater_prop,MaxCfixGivenCO2_prop,MaxCFixGivenN_prop,MaxCFixGivenP_prop,MaxCFixGivenCa_prop,MaxCFixGivenMg_prop,MaxCFixGivenK_prop,Plant_C_Mpm2,Plant_N_Mpm2,Uptake_C_Mpm2mo,Uptake_N_Mpm2mo,Uptake_P_Mpm2mo,Uptake_Ca_Mpm2mo,Uptake_Mg_Mpm2mo,Uptake_K_Mpm2mo,RootLengthDensity_Layer1_mpm3,RootLengthDensity_Layer2_mpm3,RootLengthDensity_Layer3_mpm3,RootLengthDensity_Layer4_mpm3,MycorLengthDensity_Layer1_mpcm3,MycorLengthDensity_Layer2_mpcm3,MycorLengthDensity_Layer3_mpcm3,MycorLengthDensity_Layer4_mpcm3,Litterfall_C_Layer1_Mpm2mo,Litterfall_C_Layer2_Mpm2mo,Litterfall_C_Layer3_Mpm2mo,Litterfall_C_Layer4_Mpm2mo,Leaf_C_Mpm2,Wood_C_Mpm2,Root_C_Mpm2,Mycor_C_Mpm2,Leaf_N_Mpm2,Wood_N_Mpm2,Root_N_Mpm2,Kdrought_Leaf, Kseasonal_Leaf, KHerbivory_Leaf,Kdrought_Wood, Kseasonal_Wood, KHerbivory_Wood,Kdrought_Root, Kseasonal_Root, KHerbivory_Root 
   524.000,    14.914,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.712,   395.000,   118.000,     0.990,     0.852,     1.000,     1.002,     0.240,     0.441,     0.780,     2.256,     6.674,    60.015,     2.195,    12.679,     0.267,     0.026,     0.035,     0.007,     0.063, 11408.928,  5382.148,   599.335,     0.393,   182.702,    86.190,     9.598,     0.006,    12.092,     2.630,     2.343,     0.006,    26.066,     0.000,    21.598,    12.352,     0.502,     0.000,     0.257,     0.000,     0.200,     0.057,     0.000,     0.000,     0.003,     0.000,     0.200,     0.030,
   525.000,    12.616,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.287,   395.000,   118.000,     0.969,     0.808,     1.000,     1.002,     0.235,     0.425,     0.760,     2.233,     6.657,    42.102,     1.537,    12.415,     0.267,     0.026,     0.034,     0.007,     0.061,  7966.784,  3758.321,   418.512,     0.274,   127.580,    60.186,     6.702,     0.004,    21.681,     4.443,     3.958,     0.010,    18.395,     0.000,    15.081,     8.626,     0.354,     0.000,     0.179,     0.000,     0.400,     0.057,     0.000,     0.000,     0.003,     0.000,     0.400,     0.030,
   526.000,     9.786,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.083,   395.000,   118.000,     0.888,     0.674,     0.821,     1.002,     0.216,     0.359,     0.679,     2.145,     6.591,    20.588,     0.750,    11.450,     0.267,     0.024,     0.032,     0.007,     0.057,  3876.263,  1828.623,   203.628,     0.134,    62.074,    29.284,     3.261,     0.002,    23.705,     4.777,     4.255,     0.010,     9.053,     0.000,     7.338,     4.197,     0.174,     0.000,     0.087,     0.000,     0.600,     0.057,     0.000,     0.000,     0.003,     0.000,     0.600,     0.030,
   527.000,     6.754,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.577,   395.000,   118.000,     0.647,     0.519,     1.000,     1.002,     0.192,     0.276,     0.573,     2.007,     6.404,    20.225,     0.734,    10.153,     0.263,     0.021,     0.028,     0.006,     0.050,  3783.391,  1784.810,   198.749,     0.130,    60.587,    28.582,     3.183,     0.002,     7.266,     1.615,     1.439,     0.004,     8.967,     0.000,     7.162,     4.096,     0.173,     0.000,     0.085,     0.000,     0.300,     0.057,     0.000,     0.000,     0.003,     0.000,     0.300,     0.030,
   528.000,     4.822,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.477,   395.000,   118.000,     0.419,     0.560,     1.000,     1.002,     0.191,     0.275,     0.571,     2.004,     6.398,    25.653,     0.929,    10.120,     0.262,     0.021,     0.028,     0.006,     0.050,  4776.244,  2253.188,   250.906,     0.165,    76.487,    36.083,     4.018,     0.003,     2.977,     0.805,     0.717,     0.002,    11.440,     0.000,     9.042,     5.171,     0.220,     0.000,     0.108,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   529.000,     3.947,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.351,   395.000,   118.000,     0.320,     0.568,     1.000,     1.002,     0.198,     0.297,     0.600,     2.048,     6.475,    30.801,     1.114,    10.477,     0.265,     0.022,     0.029,     0.006,     0.052,  5718.245,  2697.575,   300.391,     0.197,    91.572,    43.199,     4.810,     0.003,     3.433,     0.897,     0.799,     0.002,    13.785,     0.000,    10.825,     6.191,     0.266,     0.000,     0.129,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   530.000,     3.801,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.073,   395.000,   118.000,     0.305,     0.587,     0.723,     1.002,     0.204,     0.319,     0.628,     2.089,     6.547,    35.684,     1.290,    10.816,     0.267,     0.022,     0.030,     0.006,     0.053,  6611.998,  3119.202,   347.342,     0.228,   105.885,    49.951,     5.562,     0.004,     3.865,     0.984,     0.877,     0.002,    16.008,     0.000,    12.517,     7.159,     0.308,     0.000,     0.149,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   531.000,     5.333,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.034,   395.000,   118.000,     0.480,     0.690,     0.338,     1.002,     0.209,     0.337,     0.651,     2.114,     6.569,    42.840,     1.549,    11.071,     0.267,     0.023,     0.030,     0.006,     0.055,  8028.650,  3787.506,   421.762,     0.277,   128.571,    60.653,     6.754,     0.004,     2.502,     0.635,     0.566,     0.001,    18.949,     0.000,    15.199,     8.692,     0.365,     0.000,     0.174,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   532.000,     7.041,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.186,   395.000,   118.000,     0.678,     0.778,     1.000,     1.002,     0.212,     0.363,     0.683,     2.149,     6.595,    49.816,     1.804,    11.219,     0.267,     0.023,     0.031,     0.006,     0.055,  9424.122,  4445.818,   495.069,     0.325,   150.918,    71.195,     7.928,     0.005,     2.755,     0.673,     0.600,     0.001,    21.773,     0.000,    17.840,    10.203,     0.420,     0.000,     0.198,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   533.000,    10.499,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.367,   395.000,   118.000,     0.918,     0.829,     1.000,     1.002,     0.215,     0.388,     0.714,     2.183,     6.620,    56.619,     2.053,    11.365,     0.267,     0.024,     0.031,     0.006,     0.056, 10798.799,  5094.321,   567.283,     0.372,   172.932,    81.581,     9.084,     0.006,     3.000,     0.711,     0.633,     0.002,    24.485,     0.000,    20.443,    11.692,     0.472,     0.000,     0.222,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   534.000,    12.936,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.282,   395.000,   118.000,     0.973,     0.854,     1.000,     1.002,     0.218,     0.412,     0.744,     2.216,     6.644,    63.256,     2.297,    11.510,     0.267,     0.024,     0.032,     0.007,     0.057, 12153.058,  5733.191,   638.425,     0.419,   194.619,    91.811,    10.224,     0.007,     3.238,     0.748,     0.667,     0.002,    27.092,     0.000,    23.006,    13.158,     0.522,     0.000,     0.245,     0.000,     0.010,     0.057,     0.000,     0.000,     0.003,     0.000,     0.010,     0.030,
   535.000,    15.200,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.522,   395.000,   118.000,     0.991,     0.868,     1.000,     1.002,     0.220,     0.435,     0.773,     2.248,     6.667,    65.509,     2.402,    11.653,     0.267,     0.024,     0.032,     0.007,     0.058, 12516.643,  5904.711,   657.525,     0.431,   200.442,    94.558,    10.530,     0.007,     6.330,     1.505,     1.340,     0.003,    28.263,     0.000,    23.694,    13.552,     0.545,     0.000,     0.282,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   536.000,    14.914,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.363,   395.000,   118.000,     0.990,     0.852,     1.000,     1.002,     0.241,     0.444,     0.784,     2.260,     6.677,    60.734,     2.222,    12.725,     0.267,     0.026,     0.035,     0.007,     0.063, 11545.926,  5446.777,   606.531,     0.398,   184.897,    87.225,     9.713,     0.006,    12.227,     2.657,     2.367,     0.006,    26.377,     0.000,    21.857,    12.501,     0.508,     0.000,     0.260,     0.000,     0.200,     0.057,     0.000,     0.000,     0.003,     0.000,     0.200,     0.030,
   537.000,    12.616,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.272,   395.000,   118.000,     0.969,     0.808,     1.000,     1.002,     0.235,     0.427,     0.763,     2.237,     6.660,    42.553,     1.553,    12.453,     0.267,     0.026,     0.034,     0.007,     0.061,  8052.450,  3798.734,   423.012,     0.277,   128.952,    60.833,     6.774,     0.004,    21.905,     4.487,     3.997,     0.010,    18.591,     0.000,    15.244,     8.718,     0.358,     0.000,     0.181,     0.000,     0.400,     0.057,     0.000,     0.000,     0.003,     0.000,     0.400,     0.030,
   538.000,     9.786,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.305,   395.000,   118.000,     0.888,     0.674,     1.000,     1.002,     0.217,     0.361,     0.681,     2.147,     6.592,    20.775,     0.757,    11.474,     0.267,     0.024,     0.032,     0.007,     0.057,  3911.975,  1845.469,   205.504,     0.135,    62.646,    29.553,     3.291,     0.002,    23.914,     4.818,     4.292,     0.011,     9.134,     0.000,     7.406,     4.235,     0.176,     0.000,     0.088,     0.000,     0.600,     0.057,     0.000,     0.000,     0.003,     0.000,     0.600,     0.030,
   539.000,     6.754,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.003,   395.000,   118.000,     0.647,     0.519,     0.031,     1.002,     0.192,     0.277,     0.574,     2.009,     6.407,    15.485,     0.638,     1.645,     0.154,     0.003,     0.005,     0.001,     0.008,  2911.723,  1373.602,   152.959,     0.100,    46.628,    21.997,     2.449,     0.002,     5.026,     0.992,     0.884,     0.002,     6.820,     0.000,     5.512,     3.152,     0.205,     0.000,     0.066,     0.069,     0.300,     0.057,     0.000,     0.000,     0.003,     0.084,     0.300,     0.030,
   540.000,     4.822,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.828,   395.000,   118.000,     0.419,     0.560,     1.000,     1.002,     0.234,     0.256,     0.545,     1.966,     6.331,    23.037,     0.894,    12.361,     0.260,     0.019,     0.034,     0.007,     0.061,  4295.489,  2026.392,   225.651,     0.148,    68.788,    32.451,     3.614,     0.002,     2.954,     0.856,     0.763,     0.002,    10.255,     0.000,     8.132,     4.651,     0.257,     0.000,     0.097,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   541.000,     3.947,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.505,   395.000,   118.000,     0.320,     0.568,     1.000,     1.002,     0.233,     0.276,     0.586,     2.027,     6.438,    29.822,     1.125,    12.346,     0.264,     0.019,     0.034,     0.007,     0.061,  5538.820,  2612.932,   290.966,     0.191,    88.699,    41.844,     4.660,     0.003,     3.513,     0.958,     0.853,     0.002,    13.340,     0.000,    10.485,     5.997,     0.303,     0.000,     0.125,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   542.000,     3.801,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.287,   395.000,   118.000,     0.305,     0.587,     1.000,     1.002,     0.233,     0.313,     0.623,     2.081,     6.533,    35.919,     1.332,    12.332,     0.266,     0.026,     0.034,     0.007,     0.061,  6655.906,  3139.916,   349.649,     0.229,   106.588,    50.283,     5.599,     0.004,     4.015,     1.049,     0.935,     0.002,    16.113,     0.000,    12.600,     7.206,     0.344,     0.000,     0.150,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   543.000,     5.333,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.255,   395.000,   118.000,     0.480,     0.690,     1.000,     1.002,     0.232,     0.338,     0.652,     2.116,     6.570,    43.988,     1.622,    12.248,     0.267,     0.025,     0.034,     0.007,     0.060,  8243.146,  3888.695,   433.030,     0.284,   132.006,    62.274,     6.935,     0.005,     2.645,     0.688,     0.613,     0.002,    19.458,     0.000,    15.605,     8.925,     0.399,     0.000,     0.186,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   544.000,     7.041,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.062,   395.000,   118.000,     0.678,     0.778,     0.609,     1.002,     0.234,     0.367,     0.688,     2.155,     6.599,    51.808,     1.905,    12.358,     0.267,     0.026,     0.034,     0.007,     0.061,  9798.521,  4622.441,   514.737,     0.338,   156.914,    74.024,     8.243,     0.005,     2.925,     0.728,     0.649,     0.002,    22.650,     0.000,    18.549,    10.609,     0.451,     0.000,     0.221,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   545.000,    10.499,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.759,   395.000,   118.000,     0.918,     0.829,     1.000,     1.002,     0.236,     0.395,     0.723,     2.193,     6.627,    59.397,     2.182,    12.477,     0.267,     0.026,     0.034,     0.007,     0.062, 11324.144,  5342.152,   594.881,     0.390,   181.345,    85.549,     9.526,     0.006,     3.196,     0.768,     0.684,     0.002,    25.700,     0.000,    21.437,    12.260,     0.501,     0.000,     0.255,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   546.000,    12.936,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.409,   395.000,   118.000,     0.973,     0.854,     1.000,     1.002,     0.238,     0.422,     0.757,     2.230,     6.655,    66.772,     2.452,    12.602,     0.267,     0.026,     0.035,     0.007,     0.062, 12821.987,  6048.757,   673.566,     0.442,   205.332,    96.865,    10.787,     0.007,     3.458,     0.808,     0.720,     0.002,    28.617,     0.000,    24.273,    13.882,     0.551,     0.000,     0.286,     0.000,     0.010,     0.057,     0.000,     0.000,     0.003,     0.000,     0.010,     0.030,
   547.000,    15.200,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.688,   395.000,   118.000,     0.991,     0.868,     1.000,     1.002,     0.241,     0.448,     0.789,     2.266,     6.681,    69.468,     2.546,    12.732,     0.267,     0.026,     0.035,     0.007,     0.063, 13264.914,  6257.707,   696.833,     0.457,   212.425,   100.211,    11.159,     0.007,     6.746,     1.610,     1.434,     0.004,    29.995,     0.000,    25.111,    14.362,     0.578,     0.000,     0.299,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   548.000,    14.914,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.321,   395.000,   118.000,     0.990,     0.852,     1.000,     1.002,     0.245,     0.459,     0.802,     2.279,     6.692,    64.039,     2.342,    12.935,     0.267,     0.027,     0.036,     0.007,     0.064, 12169.789,  5741.083,   639.304,     0.419,   194.887,    91.938,    10.238,     0.007,    12.852,     2.782,     2.478,     0.006,    27.825,     0.000,    23.038,    13.176,     0.536,     0.000,     0.274,     0.000,     0.200,     0.057,     0.000,     0.000,     0.003,     0.000,     0.200,     0.030,
   549.000,    12.616,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.609,   395.000,   118.000,     0.969,     0.808,     1.000,     1.002,     0.239,     0.440,     0.778,     2.253,     6.673,    44.621,     1.629,    12.628,     0.267,     0.026,     0.035,     0.007,     0.062,  8442.555,  3982.765,   443.505,     0.291,   135.199,    63.780,     7.102,     0.005,    22.934,     4.687,     4.175,     0.010,    19.498,     0.000,    15.982,     9.141,     0.376,     0.000,     0.190,     0.000,     0.400,     0.057,     0.000,     0.000,     0.003,     0.000,     0.400,     0.030,
   550.000,     9.786,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.124,   395.000,   118.000,     0.888,     0.674,     1.000,     1.002,     0.219,     0.368,     0.690,     2.158,     6.600,    21.639,     0.788,    11.584,     0.267,     0.024,     0.032,     0.007,     0.057,  4074.598,  1922.187,   214.047,     0.140,    65.251,    30.782,     3.428,     0.002,    24.875,     5.003,     4.457,     0.011,     9.514,     0.000,     7.713,     4.412,     0.183,     0.000,     0.092,     0.000,     0.600,     0.057,     0.000,     0.000,     0.003,     0.000,     0.600,     0.030,
